X,Y,OBJECTID,Provider_Name,Provider_Name2,Address,Address2,City,State,Zip,County,Phone,Website_URL,Date_Last_Update,Type_,Detoxification,Mental_Health,Substance_Abuse,Transitional_Housing,Opiod_Treatment_Settings,SAMHSA_Cert_Opioid_Treatment_Program,Buprenorphine_Maintenance,Buprenorphine_Maintenance_for_Predetermined_Time,Buprenorphine_Detoxification,Buprenorphine_used_in_Treatment,Naltrexone_used_in_Treatment,Methadone_Maintenance,Methadone_Maintenance_for_Predetermined_time,Methadone_Detoxification,Prescribes_administers_Buprenorphine,Prescribes_administers_Naltrexone,Relapse_prevention_from_Naltrexone,Use_methadone_buprenorphine_for_pain_mgmt_emergency,Accepts_clients_on_opioid_medication,Do_not_use_medication_for_Opioid_Addiction,Does_not_treat_Opioid_Addiction,Facility_Type,Age_Groups_Served,Date_Data_Published_CDPHE,Directions,LATITUDE,LONGITUDE
-104.8417519,39.597223,152,Restore Program,,6551 South Revere Parkway,Suite 275,Englewood,CO,80111,Arapahoe,303-792-3777,http://,2017/08/22 14:28:12.041,Substance abuse treatment ,,,Substance abuse treatment  ,,Does not treat opioid addiction,,,,,,,,,,,,,,,,Does not treat opioid addiction,,Children and Adolescents,October 2018,"https://maps.google.com/?q=6551 South Revere Parkway, Englewood, CO 80111",39.597223,-104.8417519
-105.075611,40.422976,153,SummitStone Health Partners,,221 East 29th Street,Suite 101,Loveland,CO,80538,Larimer,970-494-4200,http://,2017/08/22 14:15:02.357,Substance abuse treatment ,,,Substance abuse treatment  ,,Does not treat opioid addiction,,,,,,,,,,,,,,,,Does not treat opioid addiction,,Children and Adolescents,October 2018,"https://maps.google.com/?q=221 East 29th Street, Loveland, CO 80538",40.422976,-105.075611
-105.3084079,39.5175881,154,Serenity Education and Therapy,Serenity Education and Ther/Conifer,11030 Kitty Drive,Unit 5,Conifer,CO,80433,Jefferson,303-838-3633,http://www.serenityeducation.com,2018/03/26 16:02:50.871,Substance abuse treatment ,,,Substance abuse treatment  ,,Does not treat opioid addiction,,,,,,,,,,,,,,,,Does not treat opioid addiction,,"Adults, Young Adults",October 2018,"https://maps.google.com/?q=11030 Kitty Drive, Conifer, CO 80433",39.5175881,-105.3084079
-105.2437,39.7164,155,Dove Counseling Inc,,607 10th Street,Suite 103,Golden,CO,80401,Jefferson,303-216-9873,http://,2017/02/01 17:30:00,Substance abuse treatment ,,,Substance abuse treatment  ,,Does not treat opioid addiction,,,,,,,,,,,,,,,,Does not treat opioid addiction,,"Adults, Young Adults",October 2018,"https://maps.google.com/?q=607 10th Street, Golden, CO 80401",39.7164,-105.2437
-105.0819582,39.673809,156,Serenity Education and Therapy,,2525 South Wadsworth Boulevard,Suite 106,Denver,CO,80227,Jefferson,303-984-0590,http://www.serenityeducation.com,2017/02/01 17:30:00,Substance abuse treatment ,,,Substance abuse treatment  ,,Does not treat opioid addiction,,,,,,,,,,,,,,,,Does not treat opioid addiction,,"Adults, Young Adults",October 2018,"https://maps.google.com/?q=2525 South Wadsworth Boulevard, Denver, CO 80227",39.673809,-105.0819582
-105.119824,39.77784,157,Odyssey Counseling,,10900 West 44th Avenue,Unit 140,Wheat Ridge,CO,80033,Jefferson,303-420-7898,http://www.odysseycounseling.com,2017/02/01 17:30:00,Substance abuse treatment ,,,Substance abuse treatment  ,,Does not treat opioid addiction,,,,,,,,,,,,,,,,Does not treat opioid addiction,,"Adults, Young Adults",October 2018,"https://maps.google.com/?q=10900 West 44th Avenue, Wheat Ridge, CO 80033",39.77784,-105.119824
-105.0817341,39.7467523,158,Alternative Behaviors Counseling Inc,,1949 Wadsworth Boulevard,Suite 206,Denver,CO,80214,Jefferson,303-237-3599,http://www.abcounselingnorth.com,2018/02/01 14:20:26.975,Substance abuse treatment ,,,Substance abuse treatment  ,,Does not treat opioid addiction,,,,,,,,,,,,,,,,Does not treat opioid addiction,,"Adults, Young Adults",October 2018,"https://maps.google.com/?q=1949 Wadsworth Boulevard, Denver, CO 80214",39.7467523,-105.0817341
-105.0824567,39.7487897,159,BI Inc,BI Day Reporting Center Colorado,2099 Wadsworth Boulevard,,Denver,CO,80214,Jefferson,303-238-5755,http://www.georeentry.com/,2018/03/07 12:27:03.272,Substance abuse treatment ,,,Substance abuse treatment  ,,Does not treat opioid addiction,,,,,,,,,,,,,,,,Does not treat opioid addiction,,"Adults, Young Adults",October 2018,"https://maps.google.com/?q=2099 Wadsworth Boulevard, Denver, CO 80214",39.7487897,-105.0824567
-105.0609015,39.7689607,160,Beyond Education Supportive Trt,(BEST),5800 West 38th Avenue,Suite 5830,Denver,CO,80212,Denver,720-542-9524,http://bestduidenver.com,2018/06/05 09:49:40.302,Substance abuse treatment ,,,Substance abuse treatment  ,,Does not treat opioid addiction,,,,,,,,,,,,,,,,Does not treat opioid addiction,,"Adults, Young Adults",October 2018,"https://maps.google.com/?q=5800 West 38th Avenue, Denver, CO 80212",39.7689607,-105.0609015
-105.0324770563,39.7213510238973,161,Special Services Clinic Inc,,301 Knox Court,,Denver,CO,80219,Denver,303-937-1333,http://,2017/02/01 17:30:00,Substance abuse treatment ,,,Substance abuse treatment  ,,Does not treat opioid addiction,,,,,,,,,,,,,,,,Does not treat opioid addiction,,"Adults, Young Adults",October 2018,"https://maps.google.com/?q=301 Knox Court, Denver, CO 80219",39.7213510238973,-105.0324770563
-104.9891779,39.5829601,162,Genesis Counseling of the Rockies LLC,,8 West Dry Creek Circle,Suite 100,Littleton,CO,80120,Arapahoe,303-798-6464,http://www.genesis-counseling.com,2018/08/16 13:48:50.286,Substance abuse treatment ,,,Substance abuse treatment  ,,Does not treat opioid addiction,,,,,,,,,,,,,,,,Does not treat opioid addiction,,"Adults, Young Adults",October 2018,"https://maps.google.com/?q=8 West Dry Creek Circle, Littleton, CO 80120",39.5829601,-104.9891779
-105.2643437,40.0175893,163,Personal Growth Services,,2305 Canyon Boulevard,Suite 205,Boulder,CO,80302,Boulder,303-442-7220,http://drrobertmcintyre.com/drinking_driving.htm ,2018/08/14 07:37:51.065,Substance abuse treatment ,,,Substance abuse treatment  ,,Does not treat opioid addiction,,,,,,,,,,,,,,,,Does not treat opioid addiction,,"Adults, Young Adults",October 2018,"https://maps.google.com/?q=2305 Canyon Boulevard, Boulder, CO 80302",40.0175893,-105.2643437
-104.988242,39.636579,164,Special Services Clinic Inc,,4401 South Broadway,Unit 203,Denver,CO,80219,Denver,303-781-4999,http://,2018/07/16 10:54:04.070,Substance abuse treatment ,,,Substance abuse treatment  ,,Does not treat opioid addiction,,,,,,,,,,,,,,,,Does not treat opioid addiction,,"Adults, Young Adults",October 2018,"https://maps.google.com/?q=4401 South Broadway, Denver, CO 80219",39.636579,-104.988242
-105.25955,40.0255876,165,SAGE Training and Outpatient Institute,,2737 Napleton Avenue,Suite 101,Boulder,CO,80304,Boulder,303-443-3920,http://www.sagetraining.com,2018/08/30 09:21:43.620,Substance abuse treatment ,,,Substance abuse treatment  ,,Does not treat opioid addiction,,,,,,,,,,,,,,,,Does not treat opioid addiction,,"Adults, Young Adults",October 2018,"https://maps.google.com/?q=2737 Napleton Avenue, Boulder, CO 80304",40.0255876,-105.25955
-104.9878253,39.672547,166,Independence House South Side,,2425 South Broadway,,Denver,CO,80210,Denver,303-727-8881,http://www.ind-house.com,2017/12/01 12:39:08.170,Substance abuse treatment ,,,Substance abuse treatment  ,,Does not treat opioid addiction,,,,,,,,,,,,,,,,Does not treat opioid addiction,,"Adults, Young Adults",October 2018,"https://maps.google.com/?q=2425 South Broadway, Denver, CO 80210",39.672547,-104.9878253
-104.9918709,39.7404382,167,BI Inc,Denver Day Reporting Center,1359 Court Place,,Denver,CO,80204,Denver,303-832-1144,http://www.geogroup.com/,2018/03/07 12:26:56.614,Substance abuse treatment ,,,Substance abuse treatment  ,,Does not treat opioid addiction,,,,,,,,,,,,,,,,Does not treat opioid addiction,,"Adults, Young Adults",October 2018,"https://maps.google.com/?q=1359 Court Place, Denver, CO 80204",39.7404382,-104.9918709
-105.0303572,39.8269715,168,Set Apart Treatment Inc,,3380 West 72nd Avenue,,Westminster,CO,80030,Adams,303-426-4459,http://www.setaparttreatment.com,2017/08/17 15:01:50.314,Substance abuse treatment ,,,Substance abuse treatment  ,,Does not treat opioid addiction,,,,,,,,,,,,,,,,Does not treat opioid addiction,,"Adults, Young Adults",October 2018,"https://maps.google.com/?q=3380 West 72nd Avenue, Westminster, CO 80030",39.8269715,-105.0303572
-104.9737735,39.7578011,169,Healing Lifes Pains,,3022 Welton Street,,Denver,CO,80205,Denver,720-275-3383,http://www.healinglifespains.com,2018/05/07 13:10:11.813,Substance abuse treatment ,,,Substance abuse treatment  ,,Does not treat opioid addiction,,,,,,,,,,,,,,,,Does not treat opioid addiction,,"Adults, Young Adults",October 2018,"https://maps.google.com/?q=3022 Welton Street, Denver, CO 80205",39.7578011,-104.9737735
-105.007377,39.828878,170,Action Substance Abuse Recovery,,7290 Samuel Drive,Suite 130,Denver,CO,80221,Adams,303-429-7144,http://www.actionfoundation.net,2017/02/01 17:30:00,Substance abuse treatment ,,,Substance abuse treatment  ,,Does not treat opioid addiction,,,,,,,,,,,,,,,,Does not treat opioid addiction,,"Adults, Young Adults",October 2018,"https://maps.google.com/?q=7290 Samuel Drive, Denver, CO 80221",39.828878,-105.007377
-104.9391135,39.6863018,171,Treatment Centers XL,,1660 South Albion Street,Suite 420,Denver,CO,80222,Denver,303-782-0599,http://,2018/08/16 13:51:25.834,Substance abuse treatment ,,,Substance abuse treatment  ,,Does not treat opioid addiction,,,,,,,,,,,,,,,,Does not treat opioid addiction,,"Adults, Young Adults",October 2018,"https://maps.google.com/?q=1660 South Albion Street, Denver, CO 80222",39.6863018,-104.9391135
-104.8860086,39.6874174,172,Alcohol Behavior Information,,1602 South Parker Road,Suite 110,Denver,CO,80231,Denver,303-368-8702,http://www.abicolorado.org,2018/03/09 14:40:36.008,Substance abuse treatment ,,,Substance abuse treatment  ,,Does not treat opioid addiction,,,,,,,,,,,,,,,,Does not treat opioid addiction,,"Adults, Young Adults",October 2018,"https://maps.google.com/?q=1602 South Parker Road, Denver, CO 80231",39.6874174,-104.8860086
-104.912138,39.77754,173,A New Image Counseling Servs LLC,,6500 Stapleton Drive South,Suite E,Denver,CO,80216,Arapahoe,720-941-6224,http://,2018/03/27 08:56:16.043,Substance abuse treatment ,,,Substance abuse treatment  ,,Does not treat opioid addiction,,,,,,,,,,,,,,,,Does not treat opioid addiction,,"Adults, Young Adults",October 2018,"https://maps.google.com/?q=6500 Stapleton Drive South, Denver, CO 80216",39.77754,-104.912138
-104.9800596,39.9029146,174,BI Inc,Northglenn Day Reporting Center,506 Malley Drive,,Denver,CO,80233,Adams,303-457-9576,http://www.geogroup.com/,2018/03/07 12:04:08.262,Substance abuse treatment ,,,Substance abuse treatment  ,,Does not treat opioid addiction,,,,,,,,,,,,,,,,Does not treat opioid addiction,,"Adults, Young Adults",October 2018,"https://maps.google.com/?q=506 Malley Drive, Denver, CO 80233",39.9029146,-104.9800596
-104.91428,39.826901,175,La Trenza Counseling Inc,,6332 East 72nd Avenue,,Commerce City,CO,80022,Adams,303-287-4106,http://WWW.LATRENZACOUNSELING.NET,2017/02/01 17:30:00,Substance abuse treatment ,,,Substance abuse treatment  ,,Does not treat opioid addiction,,,,,,,,,,,,,,,,Does not treat opioid addiction,,"Adults, Young Adults",October 2018,"https://maps.google.com/?q=6332 East 72nd Avenue, Commerce City, CO 80022",39.826901,-104.91428
-104.8310514,39.6765847,176,Saddle Rock Counseling,,2260 South Xanadu Way,Suite 270,Aurora,CO,80014,Arapahoe,303-400-3172,http://www.srcounseling.com,2017/02/01 17:30:00,Substance abuse treatment ,,,Substance abuse treatment  ,,Does not treat opioid addiction,,,,,,,,,,,,,,,,Does not treat opioid addiction,,"Adults, Young Adults",October 2018,"https://maps.google.com/?q=2260 South Xanadu Way, Aurora, CO 80014",39.6765847,-104.8310514
-104.814142,39.653802,177,Action Substance Abuse Recovery,,14901 East Hampden Avenue,Suite 270,Aurora,CO,80014,Arapahoe,303-693-5080,http://www.actionfoundation.net,2017/02/01 17:30:00,Substance abuse treatment ,,,Substance abuse treatment  ,,Does not treat opioid addiction,,,,,,,,,,,,,,,,Does not treat opioid addiction,,"Adults, Young Adults",October 2018,"https://maps.google.com/?q=14901 East Hampden Avenue, Aurora, CO 80014",39.653802,-104.814142
-104.8110351,39.6545899,178,Alcohol Behavior Information,(ABI),15200 East Girard Avenue,Suite 1700,Aurora,CO,80014,Arapahoe,303-766-1120,http://dui-classes-denver-alcohol-behavior.business.site,2018/03/07 12:04:38.224,Substance abuse treatment ,,,Substance abuse treatment  ,,Does not treat opioid addiction,,,,,,,,,,,,,,,,Does not treat opioid addiction,,"Adults, Young Adults",October 2018,"https://maps.google.com/?q=15200 East Girard Avenue, Aurora, CO 80014",39.6545899,-104.8110351
-104.8111263,39.7250819,179,BI Inc,BI Day Reporting Center Colorado,15290 East 6th Avenue,Suite 160,Aurora,CO,80011,Arapahoe,303-699-8181,http://www.geogroup.com/,2018/03/07 12:04:09.201,Substance abuse treatment ,,,Substance abuse treatment  ,,Does not treat opioid addiction,,,,,,,,,,,,,,,,Does not treat opioid addiction,,"Adults, Young Adults",October 2018,"https://maps.google.com/?q=15290 East 6th Avenue, Aurora, CO 80011",39.7250819,-104.8111263
-104.7692154,39.5302132,180,First Step Counseling Inc,,10292 South Progress Way,,Parker,CO,80134,Douglas,303-840-2636,http://www.firststepcounseling.org,2017/02/01 17:30:00,Substance abuse treatment ,,,Substance abuse treatment  ,,Does not treat opioid addiction,,,,,,,,,,,,,,,,Does not treat opioid addiction,,"Adults, Young Adults",October 2018,"https://maps.google.com/?q=10292 South Progress Way, Parker, CO 80134",39.5302132,-104.7692154
-105.1414742,40.1881772,181,New Directions Counseling Center,,2919 17th Avenue,Suite 221,Longmont,CO,80501,Boulder,303-682-9473,http://,2018/07/02 13:32:18.003,Substance abuse treatment ,,,Substance abuse treatment  ,,Does not treat opioid addiction,,,,,,,,,,,,,,,,Does not treat opioid addiction,,"Adults, Young Adults",October 2018,"https://maps.google.com/?q=2919 17th Avenue, Longmont, CO 80501",40.1881772,-105.1414742
-105.1016453,40.174135,182,Back to Life Counseling LLC,,500 9th Avenue,Suite 10,Longmont,CO,80501,Boulder,303-651-2554,http://www.btlcounseling.com,2017/04/11 09:57:35,Substance abuse treatment ,,,Substance abuse treatment  ,,Does not treat opioid addiction,,,,,,,,,,,,,,,,Does not treat opioid addiction,,"Adults, Young Adults",October 2018,"https://maps.google.com/?q=500 9th Avenue, Longmont, CO 80501",40.174135,-105.1016453
-104.939594,40.084299,183,New Directions Counseling Center,,209 4th Street,,Dacono,CO,80514,Weld,720-201-6230,http://,2017/07/24 16:10:00.521,Substance abuse treatment ,,,Substance abuse treatment  ,,Does not treat opioid addiction,,,,,,,,,,,,,,,,Does not treat opioid addiction,,"Adults, Young Adults",October 2018,"https://maps.google.com/?q=209 4th Street, Dacono, CO 80514",40.084299,-104.939594
-104.8217271,39.98543,184,A New Image Counseling Servs LLC,,76 South Main Street,Suite A,Brighton,CO,80601,Adams,720-685-8360,http://,2018/03/27 08:50:39.802,Substance abuse treatment ,,,Substance abuse treatment  ,,Does not treat opioid addiction,,,,,,,,,,,,,,,,Does not treat opioid addiction,,"Adults, Young Adults",October 2018,"https://maps.google.com/?q=76 South Main Street, Brighton, CO 80601",39.98543,-104.8217271
-105.0821768,40.3053568,185,New Directions Counseling Center,,548 Mountain Avenue,,Berthoud,CO,80513,Larimer,970-532-4755 x3,http://,2017/07/24 16:21:59.568,Substance abuse treatment ,,,Substance abuse treatment  ,,Does not treat opioid addiction,,,,,,,,,,,,,,,,Does not treat opioid addiction,,"Adults, Young Adults",October 2018,"https://maps.google.com/?q=548 Mountain Avenue, Berthoud, CO 80513",40.3053568,-105.0821768
-104.792322,38.9272535,186,Hoffler and Associates Csl Servs Inc,,1880 Dublin Boulevard,Suite B,Colorado Springs,CO,80918,El Paso,719-599-0047,http://,2018/05/07 13:18:31.822,Substance abuse treatment ,,,Substance abuse treatment  ,,Does not treat opioid addiction,,,,,,,,,,,,,,,,Does not treat opioid addiction,,"Adults, Young Adults",October 2018,"https://maps.google.com/?q=1880 Dublin Boulevard, Colorado Springs, CO 80918",38.9272535,-104.792322
-104.8646518,38.8486985,187,1st Choice Counseling LLC,,2616 West Colorado Avenue,Suite 7,Colorado Springs,CO,80904,El Paso,719-424-7024,http://,2017/07/12 14:01:06.723,Substance abuse treatment ,,,Substance abuse treatment  ,,Does not treat opioid addiction,,,,,,,,,,,,,,,,Does not treat opioid addiction,,"Adults, Young Adults",October 2018,"https://maps.google.com/?q=2616 West Colorado Avenue, Colorado Springs, CO 80904",38.8486985,-104.8646518
-105.1055703,40.4076746,188,A New Perspective Csl Centers,,2017 West Eisenhower Boulevard,,Loveland,CO,80537,Larimer,970-461-0978,http://www.anewperspective.com,2018/03/27 09:28:51.011,Substance abuse treatment ,,,Substance abuse treatment  ,,Does not treat opioid addiction,,,,,,,,,,,,,,,,Does not treat opioid addiction,,"Adults, Young Adults",October 2018,"https://maps.google.com/?q=2017 West Eisenhower Boulevard, Loveland, CO 80537",40.4076746,-105.1055703
-104.7571191,38.8320392,189,A Good Life Counseling,,3806 East Pikes Peak,Suite 104,Colorado Springs,CO,80915,El Paso,719-520-9220,http://agoodlifecounseling.biz,2018/03/14 09:41:39.583,Substance abuse treatment ,,,Substance abuse treatment  ,,Does not treat opioid addiction,,,,,,,,,,,,,,,,Does not treat opioid addiction,,"Adults, Young Adults",October 2018,"https://maps.google.com/?q=3806 East Pikes Peak, Colorado Springs, CO 80915",38.8320392,-104.7571191
-104.921195,40.481217,190,A New Perspective Csl Centers,,1226 West Ash Street,Suite D,Windsor,CO,80550,Weld,970-686-8898,http://,2018/03/27 09:30:07.792,Substance abuse treatment ,,,Substance abuse treatment  ,,Does not treat opioid addiction,,,,,,,,,,,,,,,,Does not treat opioid addiction,,"Adults, Young Adults",October 2018,"https://maps.google.com/?q=1226 West Ash Street, Windsor, CO 80550",40.481217,-104.921195
-105.0570742,40.5639604,191,Alcohol Counseling and,Guidance Services LLC,1136 East Stuart Street,Suite 2060,Fort Collins,CO,80525,Larimer,970-221-3425,http://,2018/01/29 14:36:44.437,Substance abuse treatment ,,,Substance abuse treatment  ,,Does not treat opioid addiction,,,,,,,,,,,,,,,,Does not treat opioid addiction,,"Adults, Young Adults",October 2018,"https://maps.google.com/?q=1136 East Stuart Street, Fort Collins, CO 80525",40.5639604,-105.0570742
-105.0532528,40.5740613,192,A New Perspective Csl Centers,,1004 McHugh Street,,Fort Collins,CO,80524,Larimer,970-419-1100,http://,2018/03/27 09:06:07.927,Substance abuse treatment ,,,Substance abuse treatment  ,,Does not treat opioid addiction,,,,,,,,,,,,,,,,Does not treat opioid addiction,,"Adults, Young Adults",October 2018,"https://maps.google.com/?q=1004 McHugh Street, Fort Collins, CO 80524",40.5740613,-105.0532528
-104.600063,38.289923,193,Health Solutions,,1304 Chinook Lane,,Pueblo,CO,81001,Pueblo,719-545-2746 x171,http://www.health.solutions,2018/03/14 09:06:42.315,Substance abuse treatment ,,,Substance abuse treatment  ,,Does not treat opioid addiction,,,,,,,,,,,,,,,,Does not treat opioid addiction,,"Adults, Young Adults",October 2018,"https://maps.google.com/?q=1304 Chinook Lane, Pueblo, CO 81001",38.289923,-104.600063
-104.61773,38.26344,194,Southern CO Comprehensive Court Servs,,200 West B Street,Suite 100,Pueblo,CO,81003,Pueblo,719-595-1634,http://,2018/05/03 11:00:20.677,Substance abuse treatment ,,,Substance abuse treatment  ,,Does not treat opioid addiction,,,,,,,,,,,,,,,,Does not treat opioid addiction,,"Adults, Young Adults",October 2018,"https://maps.google.com/?q=200 West B Street, Pueblo, CO 81003",38.26344,-104.61773
-108.4959786,39.0808044,195,Personal Growth Counseling,,524 30 Road,Suite 5-B,Grand Junction,CO,81504,Mesa,970-523-5282,http://,2017/08/03 13:39:18.183,Substance abuse treatment ,,,Substance abuse treatment  ,,Does not treat opioid addiction,,,,,,,,,,,,,,,,Does not treat opioid addiction,,"Adults, Young Adults",October 2018,"https://maps.google.com/?q=524 30 Road, Grand Junction, CO 81504",39.0808044,-108.4959786
-108.50465,39.077805,196,Foundations 4 Life LLC,,2956 North Avenue,Suite 6,Grand Junction,CO,81503,Mesa,970-589-1649,http://foundations4life.net,2017/08/17 08:30:45.401,Substance abuse treatment ,,,Substance abuse treatment  ,,Does not treat opioid addiction,,,,,,,,,,,,,,,,Does not treat opioid addiction,,"Adults, Young Adults",October 2018,"https://maps.google.com/?q=2956 North Avenue, Grand Junction, CO 81503",39.077805,-108.50465
-105.053543,39.700586,197,Center of Hope,,5303 West Kentucky Avenue,,Denver,CO,80226,Jefferson,303-935-7746,http://www.centerofhopedenver.org,2017/02/01 17:30:00,"Substance abuse treatment, Transitional housing or halfway house",,,Substance abuse treatment  ,Transitional housing or halfway house,Does not treat opioid addiction,,,,,,,,,,,,,,,,Does not treat opioid addiction,,"Adults, Young Adults",October 2018,"https://maps.google.com/?q=5303 West Kentucky Avenue, Denver, CO 80226",39.700586,-105.053543
-105.0002571,39.7757161,198,Independence House North Side,,4300 Kalamath Street,,Denver,CO,80211,Denver,303-433-1306,http://www.ind-house.com,2017/02/01 17:30:00,"Substance abuse treatment, Transitional housing or halfway house",,,Substance abuse treatment  ,Transitional housing or halfway house,Does not treat opioid addiction,,,,,,,,,,,,,,,,Does not treat opioid addiction,,"Adults, Young Adults",October 2018,"https://maps.google.com/?q=4300 Kalamath Street, Denver, CO 80211",39.7757161,-105.0002571
-105.5160119,39.7421627,199,Awareness Counseling Center LLC,Bridge to Change LLC,217 16th Avenue,,Idaho Springs,CO,80452,Clear Creek,303-519-8100,http://bridgetochange.org,2017/02/01 17:30:00,Substance abuse treatment ,,,Substance abuse treatment  ,,Does not treat opioid addiction,,,,,,,,,,,,,,,,Does not treat opioid addiction,,"Adults, Children and Adolescents, Young Adults",October 2018,"https://maps.google.com/?q=217 16th Avenue, Idaho Springs, CO 80452",39.7421627,-105.5160119
-106.2924054,39.2487082,200,Colorado Counseling Inc,,118 West 6th Street,,Leadville,CO,80461,Lake,719-486-8087,http://www.mycoloradocounseling.com,2017/02/01 17:30:00,Substance abuse treatment ,,,Substance abuse treatment  ,,Does not treat opioid addiction,,,,,,,,,,,,,,,,Does not treat opioid addiction,,"Adults, Children and Adolescents, Young Adults",October 2018,"https://maps.google.com/?q=118 West 6th Street, Leadville, CO 80461",39.2487082,-106.2924054
-105.0696694,39.5908586,201,Joyful Soul Counseling PLLC,,6638 West Ottawa Avenue,Suite 180,Littleton,CO,80128,Jefferson,720-515-6385,http://www.joyfulsoulcounseling.org/,2018/05/07 13:08:35.672,Substance abuse treatment ,,,Substance abuse treatment  ,,Does not treat opioid addiction,,,,,,,,,,,,,,,,Does not treat opioid addiction,,"Adults, Children and Adolescents, Young Adults",October 2018,"https://maps.google.com/?q=6638 West Ottawa Avenue, Littleton, CO 80128",39.5908586,-105.0696694
-105.110176,39.74399,202,Center for Change,,1701 Kipling Street,Suite 102,Denver,CO,80215,Jefferson,303-274-4200,http://www.centerforchange-co.com,2017/02/01 17:30:00,Substance abuse treatment ,,,Substance abuse treatment  ,,Does not treat opioid addiction,,,,,,,,,,,,,,,,Does not treat opioid addiction,,"Adults, Children and Adolescents, Young Adults",October 2018,"https://maps.google.com/?q=1701 Kipling Street, Denver, CO 80215",39.74399,-105.110176
-105.0825127,39.7041799,203,Touchstone Counseling Center,,777 South Wadsworth Boulevard,Irongate Building 2-205,Denver,CO,80226,Jefferson,303-989-9577,http://www.coloradotcc.com,2018/01/29 15:01:38.059,Substance abuse treatment ,,,Substance abuse treatment  ,,Does not treat opioid addiction,,,,,,,,,,,,,,,,Does not treat opioid addiction,,"Adults, Children and Adolescents, Young Adults",October 2018,"https://maps.google.com/?q=777 South Wadsworth Boulevard, Denver, CO 80226",39.7041799,-105.0825127
-105.0824515,39.7732967,204,Center for Change,,7651 West 41st Avenue,Suite 201,Wheat Ridge,CO,80033,Jefferson,303-422-4126,http://www.centerforchange-co.com,2017/07/26 17:08:48.233,Substance abuse treatment ,,,Substance abuse treatment  ,,Does not treat opioid addiction,,,,,,,,,,,,,,,,Does not treat opioid addiction,,"Adults, Children and Adolescents, Young Adults",October 2018,"https://maps.google.com/?q=7651 West 41st Avenue, Wheat Ridge, CO 80033",39.7732967,-105.0824515
-105.0154792,39.7109131,205,IDEA Forum Inc,IDEA Denver,2370 West Alameda Avenue,Suite 8,Denver,CO,80223,Denver,303-477-8280,http://www.ideacares.com,2018/08/20 09:12:40.283,Substance abuse treatment ,,,Substance abuse treatment  ,,Does not treat opioid addiction,,,,,,,,,,,,,,,,Does not treat opioid addiction,,"Adults, Children and Adolescents, Young Adults",October 2018,"https://maps.google.com/?q=2370 West Alameda Avenue, Denver, CO 80223",39.7109131,-105.0154792
-105.253618091058,40.0182730074961,206,Rangeview Counseling Center,,1790 30th Street,Suite 305,Boulder,CO,80301,Boulder,303-447-2038,http://www.rangeviewcounselingcenter.com,2017/02/01 17:30:00,Substance abuse treatment ,,,Substance abuse treatment  ,,Does not treat opioid addiction,,,,,,,,,,,,,,,,Does not treat opioid addiction,,"Adults, Children and Adolescents, Young Adults",October 2018,"https://maps.google.com/?q=1790 30th Street, Boulder, CO 80301",40.0182730074961,-105.253618091058
-106.593699,39.6450543,207,Colorado Counseling Inc,,0069 Access Road,Suite 11-3,Edwards,CO,81632,Eagle,970-926-8196,http://www.mycoloradocounseling.com,2018/08/06 09:14:06.240,Substance abuse treatment ,,,Substance abuse treatment  ,,Does not treat opioid addiction,,,,,,,,,,,,,,,,Does not treat opioid addiction,,"Adults, Children and Adolescents, Young Adults",October 2018,"https://maps.google.com/?q=0069 Access Road, Edwards, CO 81632",39.6450543,-106.593699
-104.982814750845,39.7038281735817,208,Broadway Counseling Services LLC,,701 South Logan Street,Suite 105,Denver,CO,80209,Denver,303-733-8784,http://www.broadwaycounseling.com,2017/02/01 17:30:00,Substance abuse treatment ,,,Substance abuse treatment  ,,Does not treat opioid addiction,,,,,,,,,,,,,,,,Does not treat opioid addiction,,"Adults, Children and Adolescents, Young Adults",October 2018,"https://maps.google.com/?q=701 South Logan Street, Denver, CO 80209",39.7038281735816,-104.982814750845
-104.9704356,39.6822998,209,Centerboard Wellness Center,,1455 East Jewell Avenue,Suite 301,Denver,CO,80222,Denver,720-324-0008,http://www.centerboardrecoverycenter.com,2018/07/02 12:59:23.717,Substance abuse treatment ,,,Substance abuse treatment  ,,Does not treat opioid addiction,,,,,,,,,,,,,,,,Does not treat opioid addiction,,"Adults, Children and Adolescents, Young Adults",October 2018,"https://maps.google.com/?q=1455 East Jewell Avenue, Denver, CO 80222",39.6822998,-104.9704356
-105.0244422,39.8422737,210,Center for Change LLC,,8020 Federal Boulevard,Suite 6,Westminster,CO,80031,Adams,720-638-9986,http://www.centerforchange-co.com,2018/08/06 09:13:28.213,Substance abuse treatment ,,,Substance abuse treatment  ,,Does not treat opioid addiction,,,,,,,,,,,,,,,,Does not treat opioid addiction,,"Adults, Children and Adolescents, Young Adults",October 2018,"https://maps.google.com/?q=8020 Federal Boulevard, Westminster, CO 80031",39.8422737,-105.0244422
-105.1319588,39.9851938,211,Aspen Treatment Services Inc,,1518 Main Street,Unit 102,Louisville,CO,80027,Boulder,303-757-4410,http://www.aspentreatmentservices.com,2018/05/21 15:46:02.443,Substance abuse treatment ,,,Substance abuse treatment  ,,Does not treat opioid addiction,,,,,,,,,,,,,,,,Does not treat opioid addiction,,"Adults, Children and Adolescents, Young Adults",October 2018,"https://maps.google.com/?q=1518 Main Street, Louisville, CO 80027",39.9851938,-105.1319588
