,X,Y,OBJECTID,Provider_Name,Provider_Name2,Address,Address2,City,State,Zip,County,Phone,Website_URL,Date_Last_Update,Type,Detoxification,Mental_Health,Substance_Abuse,Transitional_Housing,Opiod_Treatment_Settings,SAMHSA_Cert_Opioid_Treatment_Program,Buprenorphine_Maintenance,Buprenorphine_Maintenance_for_Predetermined_Time,Buprenorphine_Detoxification,Buprenorphine_used_in_Treatment,Naltrexone_used_in_Treatment,Methadone_Maintenance,Methadone_Maintenance_for_Predetermined_time,Methadone_Detoxification,Prescribes_administers_Buprenorphine,Prescribes_administers_Naltrexone,Relapse_prevention_from_Naltrexone,Use_methadone_buprenorphine_for_pain_mgmt_emergency,Accepts_clients_on_opioid_medication,Do_not_use_medication_for_Opioid_Addiction,Does_not_treat_Opioid_Addiction,Facility_Type,Age_Groups_Served,Date_Data_Published_CDPHE,Directions,LATITUDE,LONGITUDE,Special Connection Provider,Area of Service,About,Special_Connection_Approved
99,-104.596276,39.356926,100,Centennial Mental Health Center Inc,,650 East Walnut Street,,Elizabeth,CO,80107,Elbert,303-646-4519,http://www.centennialmhc.org,2017/02/27 11:25:37,Mental health treatment,,Mental health treatment    ,,,,,,,,,,,,,,,,,,,,Community Mental Health Center,"Adults, Children and Adolescents, Seniors, Young Adults",October 2018,"https://maps.google.com/?q=650 East Walnut Street, Elizabeth, CO 80107",39.356926,-104.596276,0,,,False
100,-106.015084,38.525758,101,Solvista Health,Chaffee County Branch Office,111 Vesta Road,,Salida,CO,81201,Chaffee,719-539-6502,http://www.solvistahealth.org,2017/02/27 11:25:37,Mental health treatment,,Mental health treatment    ,,,,,,,,,,,,,,,,,,,,Community Mental Health Center,"Adults, Children and Adolescents, Seniors, Young Adults",October 2018,"https://maps.google.com/?q=111 Vesta Road, Salida, CO 81201",38.525758,-106.015084,0,,,False
101,-104.7846843,38.8299526,102,AspenPointe,Acute Services/Lighthouse,115 South Parkside Drive,,Colorado Springs,CO,80910,El Paso,719-572-6100,http://www.aspenpointe.org,2018/02/23 10:46:34.081,Mental health treatment,,Mental health treatment    ,,,,,,,,,,,,,,,,,,,,Community Mental Health Center,"Adults, Children and Adolescents, Seniors, Young Adults",October 2018,"https://maps.google.com/?q=115 South Parkside Drive, Colorado Springs, CO 80910",38.8299526,-104.7846843,0,,,False
102,-105.1850708,38.4446895,103,Solvista Health,,3225 Independence Road,,Canon City,CO,81212,Fremont,719-275-2351,http://Solvistahealth.org,2017/02/27 11:25:37,Mental health treatment,,Mental health treatment    ,,,,,,,,,,,,,,,,,,,,Community Mental Health Center,"Adults, Children and Adolescents, Seniors, Young Adults",October 2018,"https://maps.google.com/?q=3225 Independence Road, Canon City, CO 81212",38.4446895,-105.1850708,0,,,False
103,-104.7055168,38.6921444,104,AspenPointe,Health Services,350 Lyckman Drive,,Fountain,CO,80817,El Paso,719-572-6100 x5073,http://www.aspenpointe.com/,2018/02/02 15:07:57.330,Mental health treatment,,Mental health treatment    ,,,,,,,,,,,,,,,,,,,,Community Mental Health Center,"Adults, Children and Adolescents, Seniors, Young Adults",October 2018,"https://maps.google.com/?q=350 Lyckman Drive, Fountain, CO 80817",38.6921444,-104.7055168,0,,,False
104,-104.6938732,40.4195199,105,North Range Behavioral Health,Crisis Support Services,928 12th Street,,Greeley,CO,80631,Weld,970-347-2120,http://www.northrange.org,2017/08/15 09:46:56.922,Mental health treatment,,Mental health treatment    ,,,,,,,,,,,,,,,,,,,,Community Mental Health Center,"Adults, Children and Adolescents, Seniors, Young Adults",October 2018,"https://maps.google.com/?q=928 12th Street, Greeley, CO 80631",40.4195199,-104.6938732,0,,,False
105,-104.6992858,40.449792,106,North Range Behavioral Health,Child/Family and Integrated Care,1300 North 17th Avenue,,Greeley,CO,80631,Weld,970-347-2120,http://www.northrange.org,2017/08/15 10:04:18.789,Mental health treatment,,Mental health treatment    ,,,,,,,,,,,,,,,,,,,,Community Mental Health Center,"Adults, Children and Adolescents, Seniors, Young Adults",October 2018,"https://maps.google.com/?q=1300 North 17th Avenue, Greeley, CO 80631",40.449792,-104.6992858,0,,,False
106,-106.826411,40.477312,107,Mind Springs Health ,Outpatient Clinic Steamboat Springs,407 South Lincoln Avenue,,Steamboat Springs,CO,80477,Routt,970-879-2141,http://www.mindspringshealth.org,2017/02/27 11:25:37,Mental health treatment,,Mental health treatment    ,,,,,,,,,,,,,,,,,,,,Community Mental Health Center,"Adults, Children and Adolescents, Seniors, Young Adults",October 2018,"https://maps.google.com/?q=407 South Lincoln Avenue, Steamboat Springs, CO 80477",40.477312,-106.826411,0,,,False
107,-106.283637,40.731643,108,Mind Springs Health,Outpatient Clinic/Jackson County,350 Mckinley Street,,Walden,CO,80480,Jackson,970-723-0055,http://,2017/02/27 11:25:37,Mental health treatment,,Mental health treatment    ,,,,,,,,,,,,,,,,,,,,Community Mental Health Center,"Adults, Children and Adolescents, Seniors, Young Adults",October 2018,"https://maps.google.com/?q=350 Mckinley Street, Walden, CO 80480",40.731643,-106.283637,0,,,False
108,-106.9240093,38.5515982,109,Midwestern Colorado MH Ctr,DBA The Center for Mental Health,710 North Taylor Street,,Gunnison,CO,81230,Gunnison,970-641-0229,http://www.centermh.org,2018/03/27 08:37:51.741,Mental health treatment,,Mental health treatment    ,,,,,,,,,,,,,,,,,,,,Community Mental Health Center,"Adults, Children and Adolescents, Seniors, Young Adults",October 2018,"https://maps.google.com/?q=710 North Taylor Street, Gunnison, CO 81230",38.5515982,-106.9240093,0,,,False
109,-103.684021,39.26305,110,Centennial Mental Health Center Inc,,606 Main Street,,Limon,CO,80828,Lincoln,719-775-2313,http://www.centennialmhc.org,2017/02/27 11:25:37,Mental health treatment,,Mental health treatment    ,,,,,,,,,,,,,,,,,,,,Community Mental Health Center,"Adults, Children and Adolescents, Seniors, Young Adults",October 2018,"https://maps.google.com/?q=606 Main Street, Limon, CO 80828",39.26305,-103.684021,0,,,False
110,-107.5483548,40.5136107,111,Outpatient Clinic/Craig,,439 Breeze Street,Suite 200,Craig,CO,81625,Moffat,970-824-6541,http://mindspringshealth.org,2017/04/04 13:13:55,Mental health treatment,,Mental health treatment    ,,,,,,,,,,,,,,,,,,,,Community Mental Health Center,"Adults, Children and Adolescents, Seniors, Young Adults",October 2018,"https://maps.google.com/?q=439 Breeze Street, Craig, CO 81625",40.5136107,-107.5483548,0,,,False
111,-103.7885223,40.2485455,112,Centennial Mental Health Center Inc,,821 East Railroad Avenue,,Fort Morgan,CO,80701,Morgan,970-867-4924,http://www.centennialmhc.org,2017/02/27 11:25:37,Mental health treatment,,Mental health treatment    ,,,,,,,,,,,,,,,,,,,,Community Mental Health Center,"Adults, Children and Adolescents, Seniors, Young Adults",October 2018,"https://maps.google.com/?q=821 East Railroad Avenue, Fort Morgan, CO 80701",40.2485455,-103.7885223,0,,,False
112,-106.108358,37.753818,113,SLV Behavioral Health Center Clinic,,260 Worth Street,,Center,CO,81125,Saguache,719-589-3671,http://www.slvbhg.org,2017/02/27 11:25:37,Mental health treatment,,Mental health treatment    ,,,,,,,,,,,,,,,,,,,,Community Mental Health Center,"Adults, Children and Adolescents, Seniors, Young Adults",October 2018,"https://maps.google.com/?q=260 Worth Street, Center, CO 81125",37.753818,-106.108358,0,,,False
113,-107.8595438,38.4821716,114,Midwestern Colorado MH Ctr,DBA The Center for Mental Health,605 East Miami Road,,Montrose,CO,81401,Montrose,970-249-9694,http://www.centermh.org,2018/03/27 08:38:17.861,Mental health treatment,,Mental health treatment    ,,,,,,,,,,,,,,,,,,,,Community Mental Health Center,"Adults, Children and Adolescents, Seniors, Young Adults",October 2018,"https://maps.google.com/?q=605 East Miami Road, Montrose, CO 81401",38.4821716,-107.8595438,0,,,False
114,-108.0710735,38.7327865,115,Midwestern Colorado MH Ctr,DBA The Center for Mental Health,107 West 11th Street,,Delta,CO,81416,Delta,970-874-8981,http://www.centermh.org,2018/03/26 16:05:37.871,Mental health treatment,,Mental health treatment    ,,,,,,,,,,,,,,,,,,,,Community Mental Health Center,"Adults, Children and Adolescents, Seniors, Young Adults",October 2018,"https://maps.google.com/?q=107 West 11th Street, Delta, CO 81416",38.7327865,-108.0710735,0,,,False
115,-106.153291,37.576153,116,San Luis Valley ,Behav Hlth Group/Monte Vista Clinic,402 4th Avenue,,Monte Vista,CO,81144,Rio Grande,719-589-3671,http://www.slvbhg.org,2017/02/27 11:25:37,Mental health treatment,,Mental health treatment    ,,,,,,,,,,,,,,,,,,,,Community Mental Health Center,"Adults, Children and Adolescents, Seniors, Young Adults",October 2018,"https://maps.google.com/?q=402 4th Avenue, Monte Vista, CO 81144",37.576153,-106.153291,0,,,False
116,-103.7551259,38.2145522,117,Southeast Health Group,Southeast Mental Health Services,220 East 1st Street,,Ordway,CO,81063,Crowley,719-384-5446,http://www.southeasthealthgroup.org,2017/02/27 11:25:37,Mental health treatment,,Mental health treatment    ,,,,,,,,,,,,,,,,,,,,Community Mental Health Center,"Adults, Children and Adolescents, Seniors, Young Adults",October 2018,"https://maps.google.com/?q=220 East 1st Street, Ordway, CO 81063",38.2145522,-103.7551259,0,,,False
117,-103.201567,40.159235,118,Centennial Mental Health Center Inc,,871 East 1st Street,,Akron,CO,80720,Washington,970-345-2254,http://www.centennialmhc.org,2017/02/27 11:25:37,Mental health treatment,,Mental health treatment    ,,,,,,,,,,,,,,,,,,,,Community Mental Health Center,"Adults, Children and Adolescents, Seniors, Young Adults",October 2018,"https://maps.google.com/?q=871 East 1st Street, Akron, CO 80720",40.159235,-103.201567,0,,,False
118,-105.883223,37.444309,119,San Luis Valley,Behavioral Health Group,8745 County Road 9 South,,Alamosa,CO,81101,Alamosa,719-589-3671,http://www.slvbhg.org,2017/02/27 11:25:37,Mental health treatment,,Mental health treatment    ,,,,,,,,,,,,,,,,,,,,Community Mental Health Center,"Adults, Children and Adolescents, Seniors, Young Adults",October 2018,"https://maps.google.com/?q=8745 County Road 9 South, Alamosa, CO 81101",37.444309,-105.883223,0,,,False
119,-103.7183915,38.0542984,120,Southeast Health Group,Southeast Mental Health Services,404 North Main Street,,Rocky Ford,CO,81067,Otero,719-384-5446,http://www.southeasthealthgroup.org,2018/08/07 12:07:06.706,Mental health treatment,,Mental health treatment    ,,,,,,,,,,,,,,,,,,,,Community Mental Health Center,"Adults, Children and Adolescents, Seniors, Young Adults",October 2018,"https://maps.google.com/?q=404 North Main Street, Rocky Ford, CO 81067",38.0542984,-103.7183915,0,,,False
120,-103.213791,40.625196,121,Centennial Mental Health Center Inc,,211 West Main Street,,Sterling,CO,80751,Logan,970-522-4549,http://www.centennialmhc.org/,2017/02/27 11:25:37,Mental health treatment,,Mental health treatment    ,,,,,,,,,,,,,,,,,,,,Community Mental Health Center,"Adults, Children and Adolescents, Seniors, Young Adults",October 2018,"https://maps.google.com/?q=211 West Main Street, Sterling, CO 80751",40.625196,-103.213791,0,,,False
121,-107.8111599,37.9372344,122,Midwestern Colorado MH Ctr,DBA The Center for Mental Health,100 West Colorado Avenue,Suites 203-204,Telluride,CO,81435,San Miguel,970-728-6303,http://www.centermh.org,2018/03/27 08:38:09.754,Mental health treatment,,Mental health treatment    ,,,,,,,,,,,,,,,,,,,,Community Mental Health Center,"Adults, Children and Adolescents, Seniors, Young Adults",October 2018,"https://maps.google.com/?q=100 West Colorado Avenue, Telluride, CO 81435",37.9372344,-107.8111599,0,,,False
122,-105.9592743,37.2738753,123,San Luis Valley,Behavioral Health La Jara Clinic,322 Walnut Street,,La Jara,CO,81140,Conejos,719-589-3671,http://www.slvbhg.org,2017/02/27 11:25:37,Mental health treatment,,Mental health treatment    ,,,,,,,,,,,,,,,,,,,,Community Mental Health Center,"Adults, Children and Adolescents, Seniors, Young Adults",October 2018,"https://maps.google.com/?q=322 Walnut Street, La Jara, CO 81140",37.2738753,-105.9592743,0,,,False
123,-103.5542852,37.9804261,124,Southeast Health Group,Southeast Mental Health Services,711 Barnes Avenue,,La Junta,CO,81050,Otero,719-384-5446,http://www.southeasthealthgroup.org,2017/02/27 11:25:37,Mental health treatment,,Mental health treatment    ,,,,,,,,,,,,,,,,,,,,Community Mental Health Center,"Adults, Children and Adolescents, Seniors, Young Adults",October 2018,"https://maps.google.com/?q=711 Barnes Avenue, La Junta, CO 81050",37.9804261,-103.5542852,0,,,False
124,-105.4229502,37.1997922,125,San Luis Valley ,Behavioral Health San Luis Clinic,409 Trinchera Street,,San Luis,CO,81152,Costilla,719-589-3671,http://www.slvbhg.org,2017/02/27 11:25:37,Mental health treatment,,Mental health treatment    ,,,,,,,,,,,,,,,,,,,,Community Mental Health Center,"Adults, Children and Adolescents, Seniors, Young Adults",October 2018,"https://maps.google.com/?q=409 Trinchera Street, San Luis, CO 81152",37.1997922,-105.4229502,0,,,False
125,-102.725177,40.124158,126,Centennial Mental Health Center Inc,,215 South Ash Street,,Yuma,CO,80759,Yuma,970-848-5412,http://www.centennialmhc.org,2017/02/27 11:25:37,Mental health treatment,,Mental health treatment    ,,,,,,,,,,,,,,,,,,,,Community Mental Health Center,"Adults, Children and Adolescents, Seniors, Young Adults",October 2018,"https://maps.google.com/?q=215 South Ash Street, Yuma, CO 80759",40.124158,-102.725177,0,,,False
126,-106.0151964,37.08002056,127,San Luis Valley ,Behavioral Health Antonito Clinic,9th and Dahlia Street,,Antonito,CO,81120,Conejos,719-589-3671,http://www.slvbhg.org,2017/02/27 11:25:37,Mental health treatment,,Mental health treatment    ,,,,,,,,,,,,,,,,,,,,Community Mental Health Center,"Adults, Children and Adolescents, Seniors, Young Adults",October 2018,"https://maps.google.com/?q=9th and Dahlia Street, Antonito, CO 81120",37.08002056,-106.0151964,0,,,False
127,-103.2178428,38.0664178,128,Southeast Health Group,Southeast Mental Health Services,138 6th Street,,Las Animas,CO,81054,Bent,800-511-5446,http://www.southeasthealthgroup.org,2018/08/07 12:07:00.546,Mental health treatment,,Mental health treatment    ,,,,,,,,,,,,,,,,,,,,Community Mental Health Center,"Adults, Children and Adolescents, Seniors, Young Adults",October 2018,"https://maps.google.com/?q=138 6th Street, Las Animas, CO 81054",38.0664178,-103.2178428,0,,,False
128,-107.0789173,37.256512,129,Archuleta Integrated Healthcare,Axis Health System,52 Village Drive,,Pagosa Springs,CO,81147,Archuleta,970-264-2104,http://www.axishealthsystem.org,2017/12/08 15:08:52.409,Mental health treatment,,Mental health treatment    ,,,,,,,,,,,,,,,,,,,,Community Mental Health Center,"Adults, Children and Adolescents, Seniors, Young Adults",October 2018,"https://maps.google.com/?q=52 Village Drive, Pagosa Springs, CO 81147",37.256512,-107.0789173,0,,,False
129,-108.3801314,37.9811237,130,Midwestern Colorado MH Ctr,DBA The Center for Mental Health,1175 Grand Avenue,,Norwood,CO,81423,San Miguel,970-327-4449,http://www.centermh.org,2018/03/27 08:38:00.622,Mental health treatment,,Mental health treatment    ,,,,,,,,,,,,,,,,,,,,Community Mental Health Center,"Adults, Children and Adolescents, Seniors, Young Adults",October 2018,"https://maps.google.com/?q=1175 Grand Avenue, Norwood, CO 81423",37.9811237,-108.3801314,0,,,False
130,-104.4910804,37.1686297,131,Health Solutions,Trinidad Office,417 South Indiana Avenue,,Trinidad,CO,81082,Las Animas,719-846-4416,http://www.health.solutions,2017/08/15 10:07:50.514,Mental health treatment,,Mental health treatment    ,,,,,,,,,,,,,,,,,,,,Community Mental Health Center,"Adults, Children and Adolescents, Seniors, Young Adults",October 2018,"https://maps.google.com/?q=417 South Indiana Avenue, Trinidad, CO 81082",37.1686297,-104.4910804,0,,,False
131,-102.266837,39.311473,132,Centennial Mental Health Center Inc,,1251 Circle Drive,,Burlington,CO,80807,Kit Carson,719-346-8183,http://www.centennialmhc.org,2017/02/27 11:25:37,Mental health treatment,,Mental health treatment    ,,,,,,,,,,,,,,,,,,,,Community Mental Health Center,"Adults, Children and Adolescents, Seniors, Young Adults",October 2018,"https://maps.google.com/?q=1251 Circle Drive, Burlington, CO 80807",39.311473,-102.266837,0,,,False
132,-102.34896,38.821559,133,Centennial Mental Health Center Inc,,80 East 1st Street,,Cheyenne Wells,CO,80810,Cheyenne,719-346-8183,http://www.centennialmhc.org,2017/02/27 11:25:37,Mental health treatment,,Mental health treatment    ,,,,,,,,,,,,,,,,,,,,Community Mental Health Center,"Adults, Children and Adolescents, Seniors, Young Adults",October 2018,"https://maps.google.com/?q=80 East 1st Street, Cheyenne Wells, CO 80810",38.821559,-102.34896,0,,,False
133,-102.2244814,40.0797494,134,Centennial Mental Health Center Inc,,365 West Second Street,,Wray,CO,80758,Yuma,970-332-3133,http://www.centennialmhc.org,2017/08/18 08:50:25.978,Mental health treatment,,Mental health treatment    ,,,,,,,,,,,,,,,,,,,,Community Mental Health Center,"Adults, Children and Adolescents, Seniors, Young Adults",October 2018,"https://maps.google.com/?q=365 West Second Street, Wray, CO 80758",40.0797494,-102.2244814,0,,,False
134,-107.8776862,37.2422761,135,Axis Health System,Columbine Behavioral Healthcare,281 Sawyer Drive,Suite 100,Durango,CO,81303,La Plata,970-259-2162,http://www.axishealthsystem.org,2018/08/07 12:06:30.861,Mental health treatment,,Mental health treatment    ,,,,,,,,,,,,,,,,,,,,Community Mental Health Center,"Adults, Children and Adolescents, Seniors, Young Adults",October 2018,"https://maps.google.com/?q=281 Sawyer Drive, Durango, CO 81303",37.2422761,-107.8776862,0,,,False
135,-102.300819,40.585739,136,Centennial Mental Health Center Inc,,115 North Campbell Street,,Holyoke,CO,80734,Phillips,970-854-2114,http://www.centennialmhc.org,2017/02/27 11:25:37,Mental health treatment,,Mental health treatment    ,,,,,,,,,,,,,,,,,,,,Community Mental Health Center,"Adults, Children and Adolescents, Seniors, Young Adults",October 2018,"https://maps.google.com/?q=115 North Campbell Street, Holyoke, CO 80734",40.585739,-102.300819,0,,,False
136,-102.6118885,38.0682433,137,Southeast Health Group,Southeast Mental Health Services,100 Kendall Drive,,Lamar,CO,81052,Prowers,800-511-5446,http://www.southeasthealthgroup.org,2017/02/27 11:25:37,Mental health treatment,,Mental health treatment    ,,,,,,,,,,,,,,,,,,,,Community Mental Health Center,"Adults, Children and Adolescents, Seniors, Young Adults",October 2018,"https://maps.google.com/?q=100 Kendall Drive, Lamar, CO 81052",38.0682433,-102.6118885,0,,,False
137,-102.26415,40.988099,138,Centennial Mental Health Center Inc,,118 West 3rd Street,,Julesburg,CO,80737,Sedgwick,970-474-3769,http://www.centennialmhc.org,2017/02/27 11:25:37,Mental health treatment,,Mental health treatment    ,,,,,,,,,,,,,,,,,,,,Community Mental Health Center,"Adults, Children and Adolescents, Seniors, Young Adults",October 2018,"https://maps.google.com/?q=118 West 3rd Street, Julesburg, CO 80737",40.988099,-102.26415,0,,,False
138,-108.5765821,37.3557404,139,Cortez Integrated Healthcare,,691 East Empire,,Cortez,CO,81321,Montezuma,970-565-7946,http://www.axishealthsystem.org,2017/02/27 11:25:37,Mental health treatment,,Mental health treatment    ,,,,,,,,,,,,,,,,,,,,Community Mental Health Center,"Adults, Children and Adolescents, Seniors, Young Adults",October 2018,"https://maps.google.com/?q=691 East Empire, Cortez, CO 81321",37.3557404,-108.5765821,0,,,False
139,-102.6145282,37.4041019,140,Southeast Health Group at SECO Hosp,Southeast Mental Health Services,210 East 10th Street,,Springfield,CO,81073,Baca,800-511-5446,http://www.southeasthealthgroup.org,2017/02/27 11:25:37,Mental health treatment,,Mental health treatment    ,,,,,,,,,,,,,,,,,,,,Community Mental Health Center,"Adults, Children and Adolescents, Seniors, Young Adults",October 2018,"https://maps.google.com/?q=210 East 10th Street, Springfield, CO 81073",37.4041019,-102.6145282,0,,,False
140,-103.1428104,38.0848809,141,Colorado Coalition for the Homeless,,30999 County Road 15,,Las Animas,CO,81054,Bent,719-662-1100,http://www.colordocolition.org,2018/08/16 13:46:57.983,Transitional housing or halfway house,,,,Transitional housing or halfway house,,,,,,,,,,,,,,,,,,,,October 2018,"https://maps.google.com/?q=30999 County Road 15, Las Animas, CO 81054",38.0848809,-103.1428104,0,,,False
141,-104.8309689,39.7446155,142,Eastern Colorado Healthcare System,Rocky Mountain Regional VAMC,1700 North Wheeling Street,,Aurora,CO,80045,Adams,303-399-8020,http://www.1.va.gov/directory/guide/facility.asp?ID,2018/10/16 10:50:18.013,Mental health treatment,,Mental health treatment    ,,,,,,,,,,,,,,,,,,,,,"Adults, Seniors, Young Adults",October 2018,"https://maps.google.com/?q=1700 North Wheeling Street, Aurora, CO 80045",39.7446155,-104.8309689,0,,,False
142,-104.8443589,38.8751895,143,VA Eastern Colorado Healthcare System,PFC Floyd K Lindstrom CBOC,3141 Centennial Boulevard,,Colorado Springs,CO,80907,El Paso,719-327-5660,http://www.denver.va.gov,2018/10/16 10:48:54.626,Mental health treatment,,Mental health treatment    ,,,,,,,,,,,,,,,,,,,,,"Adults, Seniors, Young Adults",October 2018,"https://maps.google.com/?q=3141 Centennial Boulevard, Colorado Springs, CO 80907",38.8751895,-104.8443589,0,,,False
143,-105.087846,40.5537903,144,Cheyenne VA Medical Center,Fort Collins Comm Based OP Clinic,2509 Research Boulevard,,Fort Collins,CO,80526,Larimer,970-224-1550,http://www.cheyenne.va.gov,2018/06/25 11:18:51.496,Mental health treatment,,Mental health treatment    ,,,,,,,,,,,,,,,,,,,,,"Adults, Seniors, Young Adults",October 2018,"https://maps.google.com/?q=2509 Research Boulevard, Fort Collins, CO 80526",40.5537903,-105.087846,0,,,False
144,-107.325369,39.5287466,145,Glenwood VA Clinic,,2425 South Grand Avenue,Suite 101,Glenwood Springs,CO,81601,Garfield,970-945-1007,https://www.grandjunction.va.gov/locations/GlenwoodSprings.asp,2018/02/02 15:07:15.324,Mental health treatment,,Mental health treatment    ,,,,,,,,,,,,,,,,,,,,,"Adults, Seniors, Young Adults",October 2018,"https://maps.google.com/?q=2425 South Grand Avenue, Glenwood Springs, CO 81601",39.5287466,-107.325369,0,,,False
145,-104.6193578,38.3229481,146,VA Eastern CO HCS Denver VAMC,Pueblo Outpatient VA Clinc,4776 Eagleridge Circle,,Pueblo,CO,81008,Pueblo,719-553-1000,http://,2018/03/27 09:43:04.717,Mental health treatment,,Mental health treatment    ,,,,,,,,,,,,,,,,,,,,,"Adults, Seniors, Young Adults",October 2018,"https://maps.google.com/?q=4776 Eagleridge Circle, Pueblo, CO 81008",38.3229481,-104.6193578,0,,,False
146,-107.871539,38.4701099,147,Montrose CBOC,,154 Colorado Avenue,,Montrose,CO,81401,Montrose,970-249-7791,http://,2017/02/27 11:25:37,Mental health treatment,,Mental health treatment    ,,,,,,,,,,,,,,,,,,,,,"Adults, Seniors, Young Adults",October 2018,"https://maps.google.com/?q=154 Colorado Avenue, Montrose, CO 81401",38.4701099,-107.871539,0,,,False
147,-108.541018,39.076286,148,Grand Junction VAMC,Psychiatry Service (116A),2121 North Avenue,,Grand Junction,CO,81501,Mesa,970-242-0731,http://vaww.visn19.med.va.gov/facility.aspxid3,2018/03/07 17:06:56.977,Mental health treatment,,Mental health treatment    ,,,,,,,,,,,,,,,,,,,,,"Adults, Seniors, Young Adults",October 2018,"https://maps.google.com/?q=2121 North Avenue, Grand Junction, CO 81501",39.076286,-108.541018,0,,,False
148,-103.5488178,37.9788037,149,VA Eastern CO HCS Denver VAMC,La Junta CBOC,1100 Carson Avenue,Suite 104,La Junta,CO,81050,Otero,719-383-5195,http://,2018/03/27 09:41:50.366,Mental health treatment,,Mental health treatment    ,,,,,,,,,,,,,,,,,,,,,"Adults, Seniors, Young Adults",October 2018,"https://maps.google.com/?q=1100 Carson Avenue, La Junta, CO 81050",37.9788037,-103.5488178,0,,,False
149,-104.8691387,39.7405444,150,Aurora Mental Health Center,Child and Family Services North,1504 Galena Street,,Aurora,CO,80010,Arapahoe,303-617-2300,http://www.aumhc.org,2017/02/27 11:25:37,Mental health treatment,,Mental health treatment    ,,,,,,,,,,,,,,,,,,,,Community Mental Health Center,Children and Adolescents,October 2018,"https://maps.google.com/?q=1504 Galena Street, Aurora, CO 80010",39.7405444,-104.8691387,0,,,False
150,-106.1223965,38.8305678,151,West Central Mental Health Center,,28374 County Road 317,,Buena Vista,CO,81211,Chaffee,719-539-6502,http://SolvistaHealth.org/,2018/03/07 12:04:24.244,Substance abuse treatment ,,,Substance abuse treatment  ,,Does not treat opioid addiction,,,,,,,,,,,,,,,,Does not treat opioid addiction,General Hospital,"Adults, Children and Adolescents, Young Adults",October 2018,"https://maps.google.com/?q=28374 County Road 317, Buena Vista, CO 81211",38.8305678,-106.1223965,0,,,False
151,-104.8417519,39.597223,152,Restore Program,,6551 South Revere Parkway,Suite 275,Englewood,CO,80111,Arapahoe,303-792-3777,http://,2017/08/22 14:28:12.041,Substance abuse treatment ,,,Substance abuse treatment  ,,Does not treat opioid addiction,,,,,,,,,,,,,,,,Does not treat opioid addiction,,Children and Adolescents,October 2018,"https://maps.google.com/?q=6551 South Revere Parkway, Englewood, CO 80111",39.597223,-104.8417519,0,,,False
152,-105.075611,40.422976,153,SummitStone Health Partners,,221 East 29th Street,Suite 101,Loveland,CO,80538,Larimer,970-494-4200,http://,2017/08/22 14:15:02.357,Substance abuse treatment ,,,Substance abuse treatment  ,,Does not treat opioid addiction,,,,,,,,,,,,,,,,Does not treat opioid addiction,,Children and Adolescents,October 2018,"https://maps.google.com/?q=221 East 29th Street, Loveland, CO 80538",40.422976,-105.075611,0,,,False
153,-105.3084079,39.5175881,154,Serenity Education and Therapy,Serenity Education and Ther/Conifer,11030 Kitty Drive,Unit 5,Conifer,CO,80433,Jefferson,303-838-3633,http://www.serenityeducation.com,2018/03/26 16:02:50.871,Substance abuse treatment ,,,Substance abuse treatment  ,,Does not treat opioid addiction,,,,,,,,,,,,,,,,Does not treat opioid addiction,,"Adults, Young Adults",October 2018,"https://maps.google.com/?q=11030 Kitty Drive, Conifer, CO 80433",39.5175881,-105.3084079,0,,,False
154,-105.2437,39.7164,155,Dove Counseling Inc,,607 10th Street,Suite 103,Golden,CO,80401,Jefferson,303-216-9873,http://,2017/02/01 17:30:00,Substance abuse treatment ,,,Substance abuse treatment  ,,Does not treat opioid addiction,,,,,,,,,,,,,,,,Does not treat opioid addiction,,"Adults, Young Adults",October 2018,"https://maps.google.com/?q=607 10th Street, Golden, CO 80401",39.7164,-105.2437,0,,,False
155,-105.0819582,39.673809,156,Serenity Education and Therapy,,2525 South Wadsworth Boulevard,Suite 106,Denver,CO,80227,Jefferson,303-984-0590,http://www.serenityeducation.com,2017/02/01 17:30:00,Substance abuse treatment ,,,Substance abuse treatment  ,,Does not treat opioid addiction,,,,,,,,,,,,,,,,Does not treat opioid addiction,,"Adults, Young Adults",October 2018,"https://maps.google.com/?q=2525 South Wadsworth Boulevard, Denver, CO 80227",39.673809,-105.0819582,0,,,False
156,-105.119824,39.77784,157,Odyssey Counseling,,10900 West 44th Avenue,Unit 140,Wheat Ridge,CO,80033,Jefferson,303-420-7898,http://www.odysseycounseling.com,2017/02/01 17:30:00,Substance abuse treatment ,,,Substance abuse treatment  ,,Does not treat opioid addiction,,,,,,,,,,,,,,,,Does not treat opioid addiction,,"Adults, Young Adults",October 2018,"https://maps.google.com/?q=10900 West 44th Avenue, Wheat Ridge, CO 80033",39.77784,-105.119824,0,,,False
157,-105.0817341,39.7467523,158,Alternative Behaviors Counseling Inc,,1949 Wadsworth Boulevard,Suite 206,Denver,CO,80214,Jefferson,303-237-3599,http://www.abcounselingnorth.com,2018/02/01 14:20:26.975,Substance abuse treatment ,,,Substance abuse treatment  ,,Does not treat opioid addiction,,,,,,,,,,,,,,,,Does not treat opioid addiction,,"Adults, Young Adults",October 2018,"https://maps.google.com/?q=1949 Wadsworth Boulevard, Denver, CO 80214",39.7467523,-105.0817341,0,,,False
